StartDate,EndDate,Status,IPAddress,Progress,Duration (in seconds),Finished,RecordedDate,ResponseId,RecipientLastName,RecipientFirstName,RecipientEmail,ExternalReference,LocationLatitude,LocationLongitude,DistributionChannel,UserLanguage,Q8,Q10,Q13,Q11,Q11_1,Q2,Q3,Q4,Q4_2_TEXT,Q1_2,Q1_3,Q1_4,Q1_7,Q7
2023-11-29 09:22:14,2023-11-29 09:22:58,IP Address,104.38.111.20,100,43,True,2023-11-29 09:22:59,R_RXOxTdGG2AwMJSV,,,,,40.7957,-77.8618,qr,EN,Market Pollock,Yes,No,,5,Yes,,Not right now,,4,1,3,2,Yes
2023-11-29 09:28:21,2023-11-29 09:29:07,IP Address,174.203.140.44,100,46,True,2023-11-29 09:29:08,R_0vuOyhuQvylLrQB,,,,,39.9544,-75.1657,qr,EN,Market Pollock,Yes,Yes,Yes,5,Yes,,Not right now,,3,1,2,4,I didn't know you had sales
2023-11-29 09:28:51,2023-11-29 09:29:26,IP Address,192.112.253.17,100,35,True,2023-11-29 09:29:26,R_3erynF9SGy90JKV,,,,,40.7957,-77.8618,qr,EN,Market Pollock,Yes,No,,5,Yes,,Not right now,,1,4,3,2,I didn't know you had sales
2023-11-29 09:30:22,2023-11-29 09:31:10,IP Address,104.38.69.166,100,48,True,2023-11-29 09:31:11,R_3h3FlMuWmyEm4Ex,,,,,40.1286,-75.0584,qr,EN,Market Pollock,Yes,No,,5,Yes,,Not right now,,,,,,I didn't know you had sales
2023-11-29 09:30:28,2023-11-29 09:31:15,IP Address,104.38.108.165,100,47,True,2023-11-29 09:31:16,R_24vIRPWV7YrZeE5,,,,,40.7957,-77.8618,qr,EN,Market Pollock,Yes,No,,4,Yes,,Not right now,,2,1,4,3,I didn't know you had sales
2023-11-29 09:40:25,2023-11-29 09:41:09,IP Address,104.38.32.80,100,44,True,2023-11-29 09:41:09,R_DDoffamfzJd4UCt,,,,,40.7957,-77.8618,qr,EN,Market East,Yes,No,,5,Yes,,Yes,Thomas bagels,,,,,No
2023-11-29 09:55:09,2023-11-29 09:56:23,IP Address,104.38.13.204,100,73,True,2023-11-29 09:56:23,R_3KUFcuTUqc3QF1R,,,,,40.7957,-77.8618,qr,EN,Market Pollock,Yes,No,,5,Yes,,Yes,"Razor blades ",4,1,3,2,No
2023-11-29 09:55:04,2023-11-29 09:56:26,IP Address,104.38.94.97,100,82,True,2023-11-29 09:56:26,R_12SGlCXDjquy1Y0,,,,,40.7957,-77.8618,qr,EN,Market Pollock,Yes,No,,4,Yes,,Not right now,,1,3,2,4,Yes
2023-11-29 09:55:42,2023-11-29 09:56:53,IP Address,104.38.115.52,100,70,True,2023-11-29 09:56:54,R_wRvWH9usO17mo01,,,,,40.0146,-75.7136,qr,EN,Market Pollock,Yes,Yes,Yes,5,Yes,,Not right now,,2,1,3,4,Yes
2023-11-29 09:56:24,2023-11-29 09:57:35,IP Address,104.38.7.203,100,70,True,2023-11-29 09:57:36,R_3G6tkVIdnYmfAI9,,,,,40.7957,-77.8618,qr,EN,Market Pollock,Yes,Yes,Yes,4,Yes,,Yes,"Cough spray ",4,3,2,1,Yes
2023-11-29 09:58:12,2023-11-29 09:58:49,IP Address,104.38.67.195,100,37,True,2023-11-29 09:58:50,R_2nKDd0zRg2XXh8R,,,,,40.7957,-77.8618,qr,EN,Market Pollock,Yes,No,,5,Yes,,Not right now,,,,,,I didn't know you had sales
2023-11-29 09:59:22,2023-11-29 09:59:51,IP Address,104.38.49.69,100,28,True,2023-11-29 09:59:51,R_2eb4hyEL53sWTvG,,,,,40.7957,-77.8618,qr,EN,Market Pollock,Yes,No,,4,Yes,,Not right now,,2,1,3,4,I didn't know you had sales
2023-11-29 09:59:14,2023-11-29 09:59:58,IP Address,104.38.69.104,100,43,True,2023-11-29 09:59:58,R_2zMTuN0nxjyXzZ8,,,,,40.7957,-77.8618,qr,EN,Market Pollock,Yes,No,,5,Yes,,Not right now,,1,3,2,4,Yes
2023-11-29 10:00:09,2023-11-29 10:01:27,IP Address,104.38.22.28,100,78,True,2023-11-29 10:01:28,R_3Pj0LcJ1AosdJGw,,,,,40.7957,-77.8618,qr,EN,Market Pollock,Yes,No,,4,Yes,,Not right now,,2,1,4,3,Yes
2023-11-29 10:01:25,2023-11-29 10:01:52,IP Address,174.203.136.155,100,27,True,2023-11-29 10:01:53,R_1QbBcNf7vmKd9e6,,,,,40.3793,-78.8401,qr,EN,Market Pollock,Yes,No,,5,Yes,,Not right now,,,,,,I didn't know you had sales
2023-11-29 10:02:27,2023-11-29 10:03:51,IP Address,104.38.109.90,100,84,True,2023-11-29 10:03:52,R_08IfkSdbi7Nwi4h,,,,,40.7957,-77.8618,qr,EN,Market Pollock,Yes,No,,5,Yes,,Yes,"Coffee in non-kcups ",4,1,3,2,No
2023-11-29 10:05:16,2023-11-29 10:05:57,IP Address,172.56.217.107,100,41,True,2023-11-29 10:05:58,R_3qJRuGq6twqY5ny,,,,,40.0359,-75.145,qr,EN,Market Pollock,Yes,No,,5,Yes,,Not right now,,4,2,1,3,No
2023-11-29 10:05:13,2023-11-29 10:06:09,IP Address,104.38.121.71,100,55,True,2023-11-29 10:06:09,R_3gTlBGzpNXGxG4U,,,,,40.7957,-77.8618,qr,EN,Market Pollock,Yes,No,,5,Yes,,Yes,halal option foods,3,1,2,4,I didn't know you had sales
2023-11-29 10:20:31,2023-11-29 10:21:34,IP Address,104.38.48.252,100,63,True,2023-11-29 10:21:35,R_3dYxnwD526fD9ry,,,,,40.7913,-76.4705,qr,EN,Market Pollock,Yes,No,,5,Yes,,Not right now,,4,1,2,3,I didn't know you had sales
2023-11-29 10:20:17,2023-11-29 10:21:35,IP Address,104.38.31.51,100,78,True,2023-11-29 10:21:36,R_vDm3XD6dyWACspP,,,,,40.7957,-77.8618,qr,EN,Market Pollock,Yes,Yes,Yes,5,Yes,,Not right now,,4,2,3,1,I didn't know you had sales
2023-11-29 10:23:26,2023-11-29 10:24:09,IP Address,172.225.112.157,100,42,True,2023-11-29 10:24:09,R_2Bh5sYQinEqY0l0,,,,,39.9528,-75.1646,qr,EN,Market Pollock,Yes,Yes,Yes,5,Yes,,Not right now,,2,3,1,4,Yes
2023-11-29 10:23:35,2023-11-29 10:24:17,IP Address,192.112.253.16,100,42,True,2023-11-29 10:24:18,R_D8LRdsQTkAUYF9f,,,,,40.7957,-77.8618,qr,EN,Market Pollock,Yes,No,,5,Yes,,Not right now,,4,1,2,3,Yes
2023-11-29 10:24:08,2023-11-29 10:25:52,IP Address,104.38.5.119,100,104,True,2023-11-29 10:25:53,R_1JV2GX1GSIOxvx4,,,,,40.7957,-77.8618,qr,EN,Market Pollock,Yes,No,,4,Yes,,Yes,"lean cuisine spinach ravioli ",4,3,2,1,I didn't know you had sales
2023-11-29 10:26:12,2023-11-29 10:27:19,IP Address,104.38.75.92,100,66,True,2023-11-29 10:27:20,R_1JFou8lWSppARia,,,,,40.7957,-77.8618,qr,EN,Market Pollock,Yes,No,,5,Yes,,Not right now,,4,1,3,2,No
2023-11-29 10:30:01,2023-11-29 10:30:44,IP Address,104.38.87.175,100,42,True,2023-11-29 10:30:44,R_3hmzVGRn3XbLgKH,,,,,40.7957,-77.8618,qr,EN,Market Pollock,No,No,,4,Yes,,Not right now,,,,,,I didn't know you had sales
2023-11-29 10:44:15,2023-11-29 10:45:04,IP Address,104.38.12.115,100,48,True,2023-11-29 10:45:04,R_1g6HjdeMH37AEoj,,,,,40.7957,-77.8618,qr,EN,Market Pollock,Yes,No,,4,Yes,,Not right now,,4,1,2,3,No
2023-11-29 10:44:10,2023-11-29 10:45:26,IP Address,104.38.33.187,100,76,True,2023-11-29 10:45:27,R_3koVrKx5C017gQg,,,,,40.7957,-77.8618,qr,EN,Market Pollock,Yes,No,,4,Yes,,Not right now,,4,3,1,2,No
2023-11-29 10:46:16,2023-11-29 10:47:02,IP Address,104.38.5.157,100,46,True,2023-11-29 10:47:03,R_pT7db7JMUObMrlf,,,,,40.7957,-77.8618,qr,EN,Market Pollock,Yes,Yes,Yes,5,Yes,,Not right now,,2,4,3,1,Yes
2023-11-29 10:55:37,2023-11-29 10:56:28,IP Address,104.38.29.49,100,51,True,2023-11-29 10:56:28,R_9HckxFJsnwtJvAB,,,,,40.7957,-77.8618,qr,EN,Market Pollock,Yes,No,,5,Yes,,Not right now,,4,1,2,3,No
2023-11-29 10:55:53,2023-11-29 10:56:39,IP Address,104.38.51.216,100,45,True,2023-11-29 10:56:39,R_1IfTvZLTzzG5RW3,,,,,40.7957,-77.8618,qr,EN,Market Pollock,Yes,No,,5,Yes,,Not right now,,4,2,1,3,Yes
2023-11-29 10:55:50,2023-11-29 10:56:49,IP Address,174.203.128.159,100,58,True,2023-11-29 10:56:49,R_1r3cKoC6j6nLqLv,,,,,40.3317,-79.6795,qr,EN,Market Pollock,Yes,No,,4,Yes,,Not right now,,3,2,1,4,No
2023-11-29 10:55:58,2023-11-29 10:56:54,IP Address,107.123.17.22,100,56,True,2023-11-29 10:56:55,R_1IXHasvIFyEJopo,,,,,40.0149,-75.1439,qr,EN,Market Pollock,Yes,No,,4,Yes,,Not right now,,3,1,2,4,No
2023-11-29 10:56:42,2023-11-29 10:57:24,IP Address,104.38.116.11,100,41,True,2023-11-29 10:57:24,R_3EN11uAt8pevnmq,,,,,40.7957,-77.8618,qr,EN,Market Pollock,Yes,No,,5,No,Indian food,,,,,,,I didn't know you had sales
2023-11-29 10:56:05,2023-11-29 10:57:27,IP Address,104.38.62.192,100,82,True,2023-11-29 10:57:28,R_Tvc7rskKg5yNMw9,,,,,40.7957,-77.8618,qr,EN,Market Pollock,Yes,No,,4,Yes,,Not right now,,4,2,3,1,No
2023-11-29 10:57:36,2023-11-29 10:58:01,IP Address,104.38.101.188,100,24,True,2023-11-29 10:58:01,R_a3HaP6eQeBNIW4h,,,,,40.7957,-77.8618,qr,EN,Market Pollock,Yes,No,,5,No,Indian food,,,,,,,I didn't know you had sales
2023-11-29 10:56:34,2023-11-29 10:58:03,IP Address,192.112.253.10,100,89,True,2023-11-29 10:58:04,R_1P8dXKLChCgMKD1,,,,,40.8103,-77.888,qr,EN,Market Pollock,Yes,No,,3,Yes,,Yes,Monster or Reign energy drinks,4,1,2,3,No
2023-11-29 11:00:17,2023-11-29 11:00:57,IP Address,192.112.253.24,100,39,True,2023-11-29 11:00:57,R_2tqZ8GCIs53XcKe,,,,,40.7957,-77.8618,qr,EN,Market Pollock,No,No,,5,No,Carpet cleaner,,,,,,,I didn't know you had sales
2023-11-29 11:00:02,2023-11-29 11:01:01,IP Address,104.38.10.201,100,59,True,2023-11-29 11:01:02,R_3EhSLCfBuLNRAqW,,,,,40.7957,-77.8618,qr,EN,Market Pollock,Yes,No,,4,Yes,,Not right now,,4,2,3,1,No
2023-11-29 11:00:20,2023-11-29 11:01:09,IP Address,174.203.139.202,100,49,True,2023-11-29 11:01:09,R_3PnvbhvfJ3P4fNc,,,,,40.3052,-79.5418,qr,EN,Market Pollock,No,No,,4,Yes,,Yes,Little bites,1,2,3,4,I didn't know you had sales
2023-11-29 11:04:30,2023-11-29 11:05:10,IP Address,104.38.59.106,100,40,True,2023-11-29 11:05:11,R_2uyUO70WKndGGET,,,,,40.7957,-77.8618,qr,EN,Market Pollock,Yes,No,,5,Yes,,Not right now,,3,2,4,1,I didn't know you had sales
2023-11-29 11:04:33,2023-11-29 11:05:59,IP Address,104.38.63.93,100,85,True,2023-11-29 11:05:59,R_2WCJ1bb0pDHHngL,,,,,40.7957,-77.8618,qr,EN,Market Pollock,Yes,No,,4,Yes,,Yes,"Saline solution ",4,2,3,1,I didn't know you had sales
2023-11-29 11:06:54,2023-11-29 11:07:47,IP Address,104.38.93.55,100,52,True,2023-11-29 11:07:47,R_1QA9n4rMaBM1y39,,,,,40.7957,-77.8618,qr,EN,Market Pollock,Yes,No,,4,Yes,,Not right now,,3,2,1,4,No
2023-11-29 11:06:55,2023-11-29 11:08:06,IP Address,107.123.17.29,100,70,True,2023-11-29 11:08:06,R_cC4PlutaaBODvGh,,,,,40.0149,-75.1439,qr,EN,Market Pollock,Yes,No,,4,Yes,,Yes,Arizona iced tea,,,,,Yes
2023-11-29 11:09:46,2023-11-29 11:10:33,IP Address,104.28.78.252,100,47,True,2023-11-29 11:10:34,R_25EDUguxR7UtTds,,,,,40.8486,-73.9929,qr,EN,Market Pollock,Yes,No,,4,Yes,,Not right now,,2,4,1,3,I didn't know you had sales
2023-11-29 11:10:10,2023-11-29 11:11:19,IP Address,174.203.129.77,100,69,True,2023-11-29 11:11:20,R_27I1IPu9TIOw9t8,,,,,40.3052,-79.5418,qr,EN,Market Pollock,Yes,Yes,Yes,5,Yes,,Not right now,,2,1,4,3,I didn't know you had sales
2023-11-29 11:11:10,2023-11-29 11:12:08,IP Address,104.38.97.95,100,57,True,2023-11-29 11:12:08,R_1eF4rIi62WU1Wgu,,,,,40.0146,-75.7136,qr,EN,Market Pollock,Yes,No,,4,Yes,,Not right now,,3,1,2,4,I didn't know you had sales
2023-11-29 11:12:46,2023-11-29 11:13:29,IP Address,107.123.17.80,100,42,True,2023-11-29 11:13:29,R_2QXxODHW6hKKvWd,,,,,40.0149,-75.1439,qr,EN,Market Pollock,Yes,No,,5,Yes,,Not right now,,4,2,3,1,No
2023-11-29 11:12:59,2023-11-29 11:13:30,IP Address,104.38.29.138,100,30,True,2023-11-29 11:13:30,R_1CmgYQvzGGqr1GF,,,,,40.7957,-77.8618,qr,EN,Common Grounds,Yes,Yes,Yes,5,Yes,,Not right now,,4,1,3,2,Yes
2023-11-29 11:14:55,2023-11-29 11:16:33,IP Address,104.38.72.53,100,98,True,2023-11-29 11:16:34,R_3koofDD2ARSoUZO,,,,,40.7957,-77.8618,qr,EN,Market Pollock,No,No,,4,Yes,,Yes,More fruit & vegetable options,3,4,1,2,I didn't know you had sales
2023-11-29 11:16:15,2023-11-29 11:17:03,IP Address,104.38.93.138,100,47,True,2023-11-29 11:17:04,R_3Jym3dzz7zFZQ1G,,,,,40.7957,-77.8618,qr,EN,Market Pollock,Yes,No,,4,Yes,,Not right now,,3,1,2,4,I didn't know you had sales
2023-11-29 11:19:32,2023-11-29 11:20:34,IP Address,166.196.103.121,100,62,True,2023-11-29 11:20:35,R_1K6GAcLgi7TTzet,,,,,39.9945,-75.1648,qr,EN,Market Pollock,Yes,Yes,Yes,5,Yes,,Not right now,,,,,,No
2023-11-29 11:21:13,2023-11-29 11:21:48,IP Address,104.38.78.212,100,35,True,2023-11-29 11:21:48,R_1BnDPj8dkP9J1lv,,,,,40.7957,-77.8618,qr,EN,Market Pollock,Yes,Yes,Yes,4,Yes,,Not right now,,4,1,2,3,Yes
2023-11-29 11:18:50,2023-11-29 11:35:22,IP Address,107.77.204.230,100,991,True,2023-11-29 11:35:22,R_1mUCwPO4sxyFy4s,,,,,38.9172,-77.0709,qr,EN,Common Grounds,Yes,No,,4,Yes,,Not right now,,4,1,2,3,Yes
2023-11-29 11:37:06,2023-11-29 11:38:47,IP Address,66.71.109.135,100,101,True,2023-11-29 11:38:48,R_2dnCRYz3DrYxEyP,,,,,40.2039,-76.7286,qr,EN,Cafe Metro,Yes,No,,4,Yes,,Not right now,,4,2,3,1,I didn't know you had sales
2023-11-29 12:18:43,2023-11-29 12:19:14,IP Address,107.77.204.230,100,31,True,2023-11-29 12:19:15,R_25KkXjpveqFoRmg,,,,,38.9172,-77.0709,qr,EN,Common Grounds,Yes,Yes,No,4,Yes,,Not right now,,4,1,2,3,Yes
2023-11-29 13:53:47,2023-11-29 13:55:31,IP Address,104.28.79.155,100,103,True,2023-11-29 13:55:31,R_2tr2ajhK5fL7iQa,,,,,38.9779,-77.0806,qr,EN,Creekside Market,Yes,No,,5,Yes,,Yes,"Demets flipz pretzels white chocolate ",3,1,2,4,No
2023-11-29 13:58:08,2023-11-29 14:00:10,IP Address,66.71.120.81,100,122,True,2023-11-29 14:00:11,R_1rkN2UQeFKO6iF1,,,,,40.0574,-75.4017,qr,EN,Creekside Market,Yes,No,,5,Yes,,Not right now,,2,1,3,4,Yes
2023-11-29 14:03:15,2023-11-29 14:04:04,IP Address,192.112.253.15,100,48,True,2023-11-29 14:04:04,R_20Yh8jKrYGgAMlJ,,,,,40.8103,-77.888,qr,EN,Creekside Market,Yes,Yes,Yes,5,Yes,,Not right now,,2,3,1,4,No
2023-11-29 14:03:27,2023-11-29 14:04:13,IP Address,66.71.92.110,100,45,True,2023-11-29 14:04:14,R_3fVOl4Cvqu78n7V,,,,,40.1545,-74.8854,qr,EN,Creekside Market,Yes,Yes,Yes,5,Yes,,Yes,Avocado,4,1,3,2,Yes
2023-11-29 13:58:45,2023-11-29 14:08:43,IP Address,104.38.34.81,100,598,True,2023-11-29 14:08:44,R_0SVgJTwplFqqtQ5,,,,,40.7957,-77.8618,qr,EN,Market North,Yes,No,,3,Yes,,Yes,"I never saw this product at the market I visited today, but I saw it in another market last semester. Not sure why I can no longer see it. The different flavors of croissants packaged and sold individually.",4,3,1,2,No
2023-11-29 14:14:43,2023-11-29 14:16:26,IP Address,66.71.17.72,100,102,True,2023-11-29 14:16:26,R_2ckJVVD0lb6RCaQ,,,,,40.0146,-75.7136,qr,EN,Creekside Market,Yes,No,,5,Yes,,Yes,"Little bites , other fruits ",3,2,1,4,Yes
2023-11-29 14:13:32,2023-11-29 14:16:39,IP Address,66.71.118.56,100,187,True,2023-11-29 14:16:39,R_1n3JZPDBpuWy3D4,,,,,40.0574,-75.4017,qr,EN,Creekside Market,Yes,No,,5,Yes,,Yes,Gingerale,4,1,2,3,Yes
2023-11-29 14:14:24,2023-11-29 14:16:55,IP Address,66.71.42.196,100,150,True,2023-11-29 14:16:55,R_1rON9HeJZOfjkyO,,,,,40.2609,-75.8366,qr,EN,Creekside Market,Yes,No,,4,Yes,,Not right now,,4,1,3,2,I didn't know you had sales
2023-11-29 14:17:02,2023-11-29 14:17:32,IP Address,107.77.202.80,100,30,True,2023-11-29 14:17:33,R_31saGDQAELyUhM9,,,,,38.9741,-77.037,qr,EN,The Mill Cafe,Yes,Yes,Yes,4,Yes,,Not right now,,4,3,2,1,Yes
2023-11-29 14:21:16,2023-11-29 14:22:53,IP Address,174.198.11.137,100,97,True,2023-11-29 14:22:53,R_2zwpQdU5JrELxNL,,,,,40.0558,-75.0773,qr,EN,Creekside Market,Yes,Yes,Yes,5,Yes,,Not right now,,,,,,Yes
2023-11-29 14:21:38,2023-11-29 14:23:28,IP Address,107.77.203.7,100,109,True,2023-11-29 14:23:28,R_2WvtinnsZ0ofGgW,,,,,38.9011,-77.0452,qr,EN,Creekside Market,Yes,Yes,Yes,5,Yes,,Not right now,,,,,,Yes
2023-11-29 14:23:01,2023-11-29 14:24:48,IP Address,66.71.17.107,100,107,True,2023-11-29 14:24:48,R_wRiksXM9xsKS7oB,,,,,40.0146,-75.7136,qr,EN,Creekside Market,Yes,No,,5,No,fruit,,,,,,,No
2023-11-29 14:24:44,2023-11-29 14:25:48,IP Address,66.71.118.115,100,64,True,2023-11-29 14:25:49,R_2OSz0un567ybnnj,,,,,40.0574,-75.4017,qr,EN,Creekside Market,Yes,Yes,Yes,4,Yes,,Not right now,,3,1,2,4,Yes
2023-11-29 14:25:22,2023-11-29 14:26:15,IP Address,104.28.78.141,100,52,True,2023-11-29 14:26:15,R_10Z5dD70HThoBFm,,,,,40.2693,-76.8957,qr,EN,Creekside Market,Yes,No,,5,No,Ryse wenegy,,,,,,,I didn't know you had sales
2023-11-29 14:26:31,2023-11-29 14:27:12,IP Address,66.71.50.138,100,40,True,2023-11-29 14:27:12,R_2B9DbZTpHb7vBBE,,,,,39.761,-77.5672,qr,EN,Cafe Metro,Yes,Yes,Yes,,No,Food,,,,,,,Yes
2023-11-29 14:28:37,2023-11-29 14:29:32,IP Address,192.112.253.10,100,55,True,2023-11-29 14:29:32,R_RwaBQpeIxSu8zV7,,,,,40.8103,-77.888,qr,EN,Creekside Market,Yes,Yes,Yes,3,Yes,,Yes,scooby snacks,2,4,1,3,Yes
2023-11-29 14:29:00,2023-11-29 14:30:00,IP Address,107.123.17.59,100,59,True,2023-11-29 14:30:01,R_3iVyEYC5bPZypUI,,,,,40.0149,-75.1439,qr,EN,Creekside Market,Yes,No,,4,Yes,,Not right now,,3,1,2,4,Yes
2023-11-29 14:31:12,2023-11-29 14:35:05,IP Address,166.196.103.1,100,232,True,2023-11-29 14:35:05,R_2AZPn352QlgBjZ2,,,,,39.9945,-75.1648,qr,EN,Creekside Market,Yes,No,,4,No,Ben and Jerrys Milk and Cookies,,,1,3,2,4,No
2023-11-29 14:35:32,2023-11-29 14:39:43,IP Address,66.71.96.67,100,250,True,2023-11-29 14:39:43,R_Tonr7rhjIdWtDq1,,,,,39.761,-77.5672,qr,EN,Creekside Market,Yes,No,,5,No,Hairbrush,,,,,,,I didn't know you had sales
2023-11-29 14:37:57,2023-11-29 14:39:56,IP Address,174.240.214.99,100,118,True,2023-11-29 14:39:56,R_1H6LDBXp38TdilX,,,,,40.0364,-75.2219,qr,EN,Creekside Market,Yes,No,,5,Yes,,Not right now,,4,1,3,2,I didn't know you had sales
2023-11-29 14:39:35,2023-11-29 14:40:30,IP Address,66.71.9.154,100,54,True,2023-11-29 14:40:30,R_11aRI56UoXSvElP,,,,,40.1533,-74.9937,qr,EN,Creekside Market,Yes,No,,4,Yes,,Not right now,,,,,,Yes
2023-11-29 17:53:30,2023-11-29 17:54:36,IP Address,172.56.219.58,100,66,True,2023-11-29 17:54:37,R_XA4C1s0k7yZgRVf,,,,,39.9206,-75.1826,qr,EN,Creekside Market,Yes,No,,5,Yes,,Yes,"Gluten free and dark chocolate ",2,1,3,4,Yes
2023-11-30 09:59:55,2023-11-30 10:00:59,IP Address,66.71.118.135,100,63,True,2023-11-30 10:01:00,R_3MRQvKix5KF1Q7N,,,,,40.0574,-75.4017,qr,EN,Creekside Market,No,No,,4,No," cheesecake",,,3,1,4,2,I didn't know you had sales
2023-11-30 10:25:23,2023-11-30 10:26:11,IP Address,66.71.34.239,100,48,True,2023-11-30 10:26:12,R_3O1F5DVcoBOwsjS,,,,,40.3869,-74.5558,qr,EN,Creekside Market,Yes,No,,4,Yes,,Yes,eggs,2,1,3,4,No
2023-11-30 10:26:16,2023-11-30 10:27:32,IP Address,66.71.34.239,100,76,True,2023-11-30 10:27:32,R_3FXa1r26Gh9pl69,,,,,40.3869,-74.5558,qr,EN,Creekside Market,Yes,No,,4,Yes,,Yes,pickles in a jar,3,1,2,4,No
2023-11-30 11:57:14,2023-11-30 11:58:10,IP Address,130.203.73.152,100,56,True,2023-11-30 11:58:11,R_1NCdgmTLKzkFN94,,,,,40.7957,-77.8618,qr,EN,Creekside Market,Yes,No,,5,Yes,,Not right now,,4,1,2,3,I didn't know you had sales
2023-11-30 11:57:15,2023-11-30 11:59:40,IP Address,66.71.114.242,100,145,True,2023-11-30 11:59:40,R_3P5eb1dg77NW2d6,,,,,40.1281,-75.1074,qr,EN,Creekside Market,Yes,No,,4,Yes,,Yes,ranch rice cake bites,4,1,3,2,Yes
2023-11-30 11:56:56,2023-11-30 12:00:00,IP Address,66.71.124.68,100,183,True,2023-11-30 12:00:00,R_1Nf6rTFeYBVKNXF,,,,,40.5248,-80.1643,qr,EN,Creekside Market,Yes,No,,5,Yes,,Not right now,,3,1,2,4,I didn't know you had sales
2023-11-30 11:58:11,2023-11-30 12:00:34,IP Address,66.71.110.28,100,142,True,2023-11-30 12:00:34,R_BQWJIYi6i2rnksN,,,,,40.2008,-76.3491,qr,EN,Creekside Market,Yes,No,,4,No,"Strawberry Hello Panda  ",,,4,2,1,3,I didn't know you had sales
2023-11-30 11:58:08,2023-11-30 12:00:35,IP Address,66.71.97.127,100,147,True,2023-11-30 12:00:36,R_3JejUaeRp82AJNr,,,,,39.761,-77.5672,qr,EN,Creekside Market,Yes,No,,4,No,"Everything creekside didn’t have ",,,3,1,2,4,I didn't know you had sales
2023-11-30 12:10:26,2023-11-30 12:10:57,IP Address,191.101.160.63,100,31,True,2023-11-30 12:10:58,R_1DpsWbn2BIlg5Ap,,,,,29.81,-95.5608,qr,EN,Creekside Market,Yes,Yes,No,5,Yes,,Not right now,,,,,,No
2023-11-30 12:14:32,2023-11-30 12:15:33,IP Address,66.71.67.196,100,61,True,2023-11-30 12:15:34,R_32JzeyfRBhoZZom,,,,,40.3356,-75.979,qr,EN,Creekside Market,Yes,No,,5,Yes,,Not right now,,,,,,I didn't know you had sales
2023-11-30 11:58:11,2023-11-30 12:34:27,IP Address,66.71.58.35,100,2175,True,2023-11-30 12:34:28,R_3n8YjvuBq1UCTYz,,,,,40.5222,-78.4034,qr,EN,Creekside Market,No,Yes,Yes,5,No,Rice and wipes,,,1,2,3,4,Yes
2023-12-01 11:18:40,2023-12-01 11:20:58,IP Address,130.203.78.49,100,137,True,2023-12-01 11:20:58,R_10UVH8pOgy97qfG,,,,,40.7957,-77.8618,qr,EN,Market East,Yes,No,,5,Yes,,Yes,"Gogo Squeeze Vegetable and Fruit, more frozen meal options, regular soft pretzels and more household items. ",4,2,1,3,No
2023-12-01 12:26:39,2023-12-01 12:28:05,IP Address,104.38.13.74,100,85,True,2023-12-01 12:28:06,R_1gARLTTyAJp0oGP,,,,,40.7957,-77.8618,qr,EN,Common Grounds,Yes,No,,5,Yes,,Not right now,,2,3,1,4,No
2023-12-01 13:42:50,2023-12-01 13:43:44,IP Address,130.203.71.30,100,53,True,2023-12-01 13:43:44,R_3wSeSN9d0Ru2IFP,,,,,40.7957,-77.8618,qr,EN,Creekside Market,Yes,Yes,No,5,Yes,,Not right now,,4,1,2,3,Yes
2023-11-26 19:23:24,2023-11-26 19:25:30,IP Address,66.71.20.61,75,126,False,2023-12-03 19:25:37,R_2veLNemKcSZahpO,,,,,,,qr,EN,Creekside Market,No,No,,5,No,"Cape Cod jalapeño chips ",,,,,,,
2023-11-27 16:28:55,2023-11-27 16:30:12,IP Address,172.58.230.169,33,77,False,2023-12-04 16:30:14,R_2eQeKVLF4VhNUBa,,,,,,,qr,EN,Louie's,Yes,No,,,,,,,,,,,
2023-11-27 16:29:28,2023-11-27 16:30:15,IP Address,104.38.29.216,75,47,False,2023-12-04 16:30:20,R_3Jl8DHPdFfalFMv,,,,,,,qr,EN,Louie's,Yes,Yes,No,5,Yes,,,,,,,,
2023-11-27 16:31:50,2023-11-27 16:37:18,IP Address,104.38.55.65,75,328,False,2023-12-04 16:37:20,R_6P8sP3j9WbZKwFj,,,,,,,qr,EN,Louie's,Yes,No,,5,Yes,,,,,,,,
2023-11-27 16:41:48,2023-11-27 16:42:20,IP Address,104.38.92.209,75,31,False,2023-12-04 16:42:25,R_111t855wObZijGO,,,,,,,qr,EN,Louie's,Yes,No,,4,Yes,,,,,,,,
2023-11-27 16:54:35,2023-11-27 16:55:03,IP Address,172.58.203.176,75,27,False,2023-12-04 16:55:06,R_3JrNHnzjwiSRo3p,,,,,,,qr,EN,Louie's,Yes,Yes,Yes,5,Yes,,,,,,,,
2023-11-27 17:57:51,2023-11-27 17:58:33,IP Address,104.38.1.110,33,42,False,2023-12-04 17:58:35,R_1DSdpabGsZYNWkK,,,,,,,qr,EN,Market North,Yes,No,,,,,,,,,,,
2023-11-28 14:05:33,2023-11-28 14:14:16,IP Address,66.71.18.102,75,523,False,2023-12-05 14:32:04,R_6mMxKeAADE8UkYF,,,,,,,qr,EN,Common Grounds,Yes,No,,5,No,Coffee Creamer,,,,,,,
2023-11-28 14:32:55,2023-11-28 14:33:18,IP Address,66.71.72.162,67,23,False,2023-12-05 14:49:23,R_vowC54zJehT1aFz,,,,,,,qr,EN,Common Grounds,Yes,No,,5,No,,,,,,,,
